ADYYc2Ftc3VuZw,AndroidAP1,B-Block,B-block-106,B4Xj-cmFraQ,C,D,D-Link_DIR-524,DIRECT-c3-athene_f,HP-Print-02-LaserJet Pro MFP,HP-Print-10-LaserJet Pro MFP,LRC_1,LRC_2,Mavi,Micromax Q4251,Pranay ,VLSIDESIGN_LAB,_id,akansha verma,cellID,dlink,dlink_pksingh,ellijah sentra,geekishh,iPhone,pankaj mimani,torr,vivo 1727,x,y,cellid_
100.0,100.0,100.0,100.0,100.0,-71.0,100.0,100.0,100.0,-85.0,100.0,100.0,100.0,100.0,100.0,100.0,-80.0,{'$oid': '5b656b000495aa0008249cdb'},100.0,1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,14,296
100.0,100.0,100.0,100.0,100.0,-71.0,100.0,100.0,100.0,-86.0,100.0,100.0,100.0,100.0,100.0,100.0,-76.0,{'$oid': '5b656b250495aa0008249cdc'},100.0,2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,15,297
100.0,100.0,100.0,100.0,100.0,-63.0,100.0,100.0,100.0,-86.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b656b390495aa0008249cde'},100.0,3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,16,298
100.0,100.0,100.0,100.0,100.0,-62.0,100.0,100.0,100.0,-86.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b656b600495aa0008249ce1'},100.0,4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,17,299
100.0,100.0,100.0,100.0,100.0,-59.0,100.0,100.0,100.0,-87.0,100.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b656b780495aa0009dc0dae'},100.0,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,18,300
100.0,100.0,100.0,100.0,100.0,-65.0,100.0,100.0,100.0,-87.0,100.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b656b9c0495aa0009dc0db0'},100.0,6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,19,301
100.0,100.0,100.0,100.0,100.0,-58.0,100.0,100.0,100.0,-82.0,100.0,100.0,100.0,100.0,100.0,100.0,-66.0,{'$oid': '5b656c230495aa0008249ce2'},100.0,21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,14,343
100.0,100.0,100.0,100.0,100.0,-64.0,100.0,100.0,100.0,-83.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b656c310495aa0009dc0db1'},100.0,22,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,15,344
100.0,100.0,100.0,100.0,100.0,-61.0,100.0,100.0,100.0,-84.0,100.0,100.0,100.0,100.0,100.0,100.0,-71.0,{'$oid': '5b656c4a0495aa0009dc0db2'},100.0,23,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,16,345
100.0,100.0,100.0,100.0,100.0,-64.0,100.0,100.0,100.0,-84.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b656c5c0495aa0008249ce3'},100.0,24,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,17,346
100.0,100.0,100.0,100.0,100.0,-59.0,100.0,100.0,100.0,-78.0,100.0,100.0,-91.0,100.0,100.0,100.0,-77.0,{'$oid': '5b656c7e0495aa0009dc0db3'},100.0,25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,18,347
100.0,100.0,100.0,100.0,100.0,-63.0,100.0,100.0,100.0,-86.0,100.0,100.0,100.0,100.0,-90.0,100.0,-77.0,{'$oid': '5b656cd30495aa0008249ce4'},100.0,7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,20,302
100.0,100.0,100.0,100.0,100.0,-63.0,100.0,100.0,100.0,-83.0,100.0,100.0,100.0,100.0,-86.0,100.0,-77.0,{'$oid': '5b656cef0495aa0008249ce6'},100.0,8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,21,303
100.0,100.0,100.0,100.0,100.0,-63.0,100.0,100.0,100.0,-85.0,100.0,100.0,100.0,100.0,-86.0,100.0,-76.0,{'$oid': '5b656d100495aa0009dc0db4'},100.0,9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,22,304
100.0,100.0,100.0,100.0,100.0,-60.0,100.0,100.0,100.0,-82.0,100.0,100.0,100.0,100.0,100.0,100.0,-76.0,{'$oid': '5b656d6c0495aa0009dc0db5'},100.0,10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,23,305
100.0,100.0,100.0,100.0,100.0,-52.0,100.0,100.0,100.0,-80.0,100.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b656d880495aa0008249ce9'},100.0,11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,24,306
100.0,100.0,100.0,100.0,100.0,-51.0,100.0,100.0,100.0,-79.0,100.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b656d9e0495aa0009dc0db7'},100.0,12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,25,307
100.0,100.0,100.0,100.0,100.0,-53.0,100.0,100.0,100.0,-81.0,100.0,100.0,100.0,100.0,100.0,100.0,-87.0,{'$oid': '5b656dc60495aa0009dc0db8'},100.0,13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,26,308
100.0,100.0,100.0,100.0,100.0,-50.0,100.0,100.0,100.0,-77.0,100.0,100.0,100.0,100.0,100.0,100.0,-87.0,{'$oid': '5b656dd70495aa0009dc0db9'},100.0,14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,27,309
100.0,100.0,100.0,100.0,100.0,-47.0,100.0,100.0,100.0,-77.0,100.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b656def0495aa0008249cec'},100.0,15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,28,310
100.0,100.0,100.0,100.0,100.0,-48.0,100.0,100.0,100.0,-77.0,100.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b656e1b0495aa0008249cee'},100.0,16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,29,311
100.0,100.0,100.0,100.0,100.0,-43.0,100.0,100.0,100.0,-66.0,100.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b656e4d0495aa0008249cf1'},100.0,17,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,30,312
100.0,100.0,100.0,100.0,100.0,-75.0,100.0,100.0,100.0,-80.0,100.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b656e600495aa0008249cf3'},100.0,18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,31,313
100.0,100.0,100.0,100.0,100.0,-69.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b656e700495aa0008249cf5'},100.0,19,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,32,314
100.0,100.0,100.0,100.0,100.0,-76.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,-79.0,{'$oid': '5b656e830495aa0008249cf6'},100.0,20,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,33,315
100.0,100.0,100.0,100.0,100.0,-76.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,-79.0,{'$oid': '5b656e900495aa0008249cf7'},100.0,20,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,7,33,315
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-67.0,{'$oid': '5b65729c0495aa0009dc0dbe'},100.0,41,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,14,390
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-71.0,{'$oid': '5b6572c90495aa0008249cf8'},100.0,42,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,15,391
100.0,100.0,100.0,100.0,100.0,-57.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-71.0,{'$oid': '5b6572ce0495aa0008249cf9'},100.0,26,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,19,348
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-69.0,{'$oid': '5b6572dc0495aa0008249cfa'},100.0,43,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,16,392
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b6572e60495aa0009dc0dbf'},100.0,27,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,20,349
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-68.0,{'$oid': '5b6572f20495aa0008249cfb'},100.0,44,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,17,393
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-76.0,{'$oid': '5b6572f70495aa0008249cfc'},100.0,28,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,21,350
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b65730c0495aa0008249cfd'},100.0,29,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,22,351
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b6573420495aa0008249cfe'},100.0,45,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,18,394
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-67.0,{'$oid': '5b6573520495aa0008249cff'},100.0,46,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,19,395
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-63.0,{'$oid': '5b6573670495aa0008249d00'},100.0,47,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,20,396
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-76.0,{'$oid': '5b6573a40495aa0009dc0dc1'},100.0,30,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,23,352
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b6573bc0495aa0009dc0dc2'},100.0,31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,24,353
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b6574130495aa0009dc0dc3'},100.0,32,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,25,354
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-84.0,{'$oid': '5b6574250495aa0009dc0dc4'},100.0,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,26,355
100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-67.0,{'$oid': '5b65742a0495aa0009dc0dc5'},100.0,48,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,21,397
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-79.0,{'$oid': '5b65743a0495aa0009dc0dc6'},100.0,34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,27,356
100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,-67.0,{'$oid': '5b6574410495aa0009dc0dc7'},100.0,49,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,22,398
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-81.0,{'$oid': '5b65745e0495aa0009dc0dc8'},100.0,35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,28,357
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b6574740495aa0008249d01'},100.0,36,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,29,358
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b65748b0495aa0008249d02'},100.0,37,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,30,359
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-79.0,{'$oid': '5b6574a20495aa0008249d03'},100.0,38,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,31,360
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-83.0,{'$oid': '5b6574b90495aa0009dc0dc9'},100.0,39,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,32,361
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-79.0,{'$oid': '5b6574d90495aa0009dc0dca'},100.0,40,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,8,33,362
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-71.0,{'$oid': '5b65756b0495aa0009dc0dcb'},100.0,48,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,21,397
100.0,100.0,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-68.0,{'$oid': '5b6575a00495aa0009dc0dcc'},100.0,49,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,22,398
100.0,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-66.0,{'$oid': '5b6577a60495aa0009dc0dcd'},100.0,50,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,23,399
100.0,-93.0,100.0,100.0,100.0,100.0,-57.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-73.0,{'$oid': '5b6577b80495aa0009dc0dce'},100.0,51,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,24,400
100.0,100.0,100.0,100.0,100.0,100.0,-58.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b6577d40495aa0009dc0dcf'},100.0,52,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,25,401
100.0,100.0,100.0,100.0,100.0,100.0,-58.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b6577d50495aa0008249d04'},100.0,52,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,25,401
100.0,100.0,100.0,100.0,100.0,100.0,-53.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-66.0,{'$oid': '5b6577e40495aa0008249d05'},100.0,53,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,26,402
100.0,100.0,-94.0,100.0,100.0,100.0,-55.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-65.0,{'$oid': '5b6578450495aa0009dc0dd0'},100.0,54,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,27,403
100.0,100.0,-93.0,100.0,100.0,100.0,-45.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-68.0,{'$oid': '5b65785c0495aa0009dc0dd1'},100.0,55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,28,404
100.0,100.0,-93.0,100.0,100.0,100.0,-55.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-68.0,{'$oid': '5b65789a0495aa0009dc0dd2'},100.0,56,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,29,405
100.0,100.0,100.0,100.0,100.0,100.0,-71.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-71.0,{'$oid': '5b6578ab0495aa0008249d06'},100.0,57,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,30,406
100.0,100.0,100.0,100.0,100.0,100.0,-61.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-69.0,{'$oid': '5b6578bf0495aa0008249d07'},100.0,58,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,31,407
100.0,100.0,100.0,100.0,100.0,100.0,-60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-67.0,{'$oid': '5b6578cf0495aa0008249d08'},100.0,59,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,32,408
100.0,100.0,100.0,100.0,100.0,100.0,-54.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-76.0,{'$oid': '5b6578df0495aa0008249d09'},100.0,60,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9,33,409
100.0,100.0,100.0,100.0,100.0,100.0,-37.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-69.0,{'$oid': '5b6579c20495aa0008249d0a'},100.0,61,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,20,14,907
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-69.0,{'$oid': '5b6579d90495aa0009dc0dd3'},100.0,62,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,15,438
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-69.0,{'$oid': '5b6579ee0495aa0009dc0dd4'},100.0,63,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,16,439
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-70.0,{'$oid': '5b657a0b0495aa0008249d0b'},100.0,64,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,-91.0,10,17,440
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b657a230495aa0009dc0dd5'},100.0,65,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,-91.0,10,18,441
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b657a380495aa0008249d0c'},100.0,66,-91.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,19,442
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-67.0,{'$oid': '5b657a4b0495aa0009dc0dd6'},100.0,67,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,20,443
100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b657a5d0495aa0009dc0dd7'},100.0,68,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,21,444
100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b657a6c0495aa0009dc0dd8'},100.0,69,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,22,445
100.0,-92.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-73.0,{'$oid': '5b657a810495aa0009dc0dd9'},100.0,70,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,10,23,446
