ADYYc2Ftc3VuZw,AndroidAP1,B-Block,B-block-106,B4Xj-cmFraQ,C,D,D-Link_DIR-524,DIRECT-c3-athene_f,HP-Print-02-LaserJet Pro MFP,HP-Print-10-LaserJet Pro MFP,LRC_1,LRC_2,Mavi,Micromax Q4251,Pranay ,VLSIDESIGN_LAB,_id,akansha verma,cellID,dlink,dlink_pksingh,ellijah sentra,geekishh,iPhone,pankaj mimani,torr,vivo 1727,x,y,cellid_
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-90.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b67e8df8f041600090ad3e0'},-94.0,174,100.0,-93.0,100.0,-64.0,-78.0,100.0,100.0,100.0,25,16,1144
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67e8ea8f041600090ad3e1'},100.0,165,100.0,100.0,100.0,-74.0,-81.0,100.0,100.0,100.0,24,17,1098
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,-83.0,{'$oid': '5b67e8f78f0416000829bf22'},-94.0,175,-95.0,-93.0,100.0,-72.0,-84.0,100.0,100.0,100.0,26,16,1191
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67e9018f041600090ad3e2'},100.0,166,100.0,100.0,100.0,-80.0,-79.0,100.0,100.0,100.0,25,17,1145
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,-68.0,{'$oid': '5b67e92c8f041600090ad3e3'},100.0,176,-93.0,-91.0,100.0,-72.0,-72.0,100.0,100.0,100.0,27,16,1238
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-86.0,{'$oid': '5b67e9308f0416000829bf23'},100.0,167,100.0,100.0,100.0,-86.0,-81.0,100.0,100.0,100.0,26,17,1192
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,-79.0,{'$oid': '5b67e94f8f041600090ad3e4'},100.0,177,-94.0,-86.0,100.0,-72.0,-80.0,100.0,100.0,100.0,28,16,1285
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-87.0,{'$oid': '5b67e9548f0416000829bf24'},100.0,168,100.0,100.0,100.0,-73.0,-77.0,100.0,100.0,100.0,27,17,1239
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,-71.0,{'$oid': '5b67e9608f0416000829bf25'},-92.0,178,-94.0,-86.0,100.0,-64.0,-73.0,100.0,100.0,100.0,29,16,1332
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-87.0,{'$oid': '5b67e9768f041600090ad3e5'},100.0,169,100.0,100.0,100.0,-73.0,-81.0,100.0,100.0,100.0,28,17,1286
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-87.0,{'$oid': '5b67e9798f0416000829bf26'},100.0,169,100.0,100.0,100.0,-73.0,-81.0,100.0,100.0,100.0,28,17,1286
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,-83.0,{'$oid': '5b67e97e8f041600090ad3e6'},-90.0,179,-94.0,-88.0,100.0,-62.0,-68.0,-90.0,100.0,100.0,30,16,1379
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b67e9a78f0416000829bf27'},-86.0,180,-93.0,-85.0,100.0,-60.0,-76.0,-90.0,100.0,100.0,31,16,1426
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-82.0,{'$oid': '5b67e9e98f041600090ad3e7'},-90.0,170,100.0,100.0,100.0,100.0,-77.0,100.0,100.0,100.0,29,20,1336
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-79.0,{'$oid': '5b67ea7a8f0416000829bf28'},100.0,169,100.0,100.0,100.0,-75.0,-75.0,100.0,100.0,100.0,28,17,1286
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,{'$oid': '5b67eaf78f041600090ad3e8'},100.0,172,100.0,100.0,100.0,-76.0,-78.0,100.0,100.0,100.0,31,17,1427
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,{'$oid': '5b67eafd8f041600090ad3e9'},100.0,172,100.0,100.0,100.0,-76.0,-78.0,100.0,100.0,100.0,31,17,1427
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-84.0,{'$oid': '5b67eb088f041600090ad3ea'},-92.0,172,100.0,-89.0,100.0,-76.0,-81.0,100.0,100.0,100.0,31,17,1427
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-95.0,100.0,100.0,100.0,100.0,100.0,-79.0,{'$oid': '5b67ee1f8f041600090ad3eb'},100.0,1738,100.0,100.0,100.0,-72.0,-70.0,100.0,100.0,100.0,84837,4737,3992029
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-88.0,100.0,100.0,100.0,100.0,100.0,-62.0,{'$oid': '5b67ee898f0416000829bf29'},100.0,157,100.0,100.0,100.0,-69.0,-65.0,100.0,100.0,100.0,24,18,1099
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b67eef48f041600090ad3ec'},100.0,158,100.0,100.0,100.0,-61.0,-70.0,100.0,100.0,100.0,25,18,1146
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-76.0,{'$oid': '5b67ef158f0416000829bf2a'},100.0,159,-90.0,100.0,100.0,-66.0,-75.0,100.0,100.0,100.0,26,18,1193
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-81.0,100.0,-86.0,-78.0,{'$oid': '5b67ef328f041600090ad3ed'},100.0,160,-90.0,100.0,100.0,-60.0,-67.0,100.0,100.0,100.0,27,18,1240
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-81.0,100.0,-91.0,100.0,100.0,-81.0,100.0,-78.0,-71.0,{'$oid': '5b67ef638f041600090ad3ee'},100.0,161,-91.0,100.0,100.0,-60.0,-74.0,100.0,100.0,100.0,28,18,1287
100.0,100.0,100.0,100.0,-57.0,100.0,100.0,-94.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,-77.0,-79.0,{'$oid': '5b67ef948f0416000829bf2b'},100.0,161,100.0,-85.0,100.0,-69.0,-72.0,100.0,100.0,100.0,29,18,1334
100.0,100.0,100.0,100.0,-53.0,100.0,100.0,-93.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,-85.0,-72.0,{'$oid': '5b67efab8f041600090ad3ef'},100.0,162,100.0,-89.0,100.0,-72.0,-68.0,100.0,100.0,100.0,30,18,1381
100.0,100.0,100.0,100.0,-47.0,100.0,100.0,-93.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,-89.0,-75.0,{'$oid': '5b67efbe8f0416000829bf2c'},100.0,163,-90.0,-89.0,100.0,-72.0,-74.0,100.0,100.0,100.0,31,18,1428
100.0,100.0,100.0,100.0,-54.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,-68.0,{'$oid': '5b67effc8f041600090ad3f0'},100.0,181,-92.0,-89.0,100.0,-69.0,-73.0,100.0,100.0,100.0,24,15,1096
100.0,100.0,100.0,100.0,-51.0,100.0,100.0,-93.0,100.0,100.0,-90.0,100.0,100.0,100.0,100.0,-92.0,-80.0,{'$oid': '5b67f0128f041600090ad3f1'},100.0,182,-92.0,100.0,100.0,-62.0,-68.0,100.0,100.0,100.0,25,15,1143
100.0,100.0,100.0,100.0,-50.0,100.0,100.0,-94.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b67f0278f0416000829bf2d'},100.0,183,-95.0,100.0,100.0,-63.0,-72.0,100.0,100.0,100.0,26,15,1190
100.0,100.0,100.0,100.0,-53.0,100.0,100.0,-92.0,100.0,100.0,-90.0,100.0,100.0,100.0,100.0,100.0,-73.0,{'$oid': '5b67f0868f0416000829bf2e'},100.0,184,-94.0,100.0,100.0,-79.0,-61.0,100.0,100.0,100.0,27,15,1237
100.0,100.0,100.0,100.0,-45.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f0b18f041600090ad3f2'},100.0,185,-92.0,-88.0,100.0,-67.0,-61.0,100.0,100.0,100.0,28,15,1284
100.0,100.0,100.0,100.0,-42.0,100.0,100.0,-93.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,100.0,-76.0,{'$oid': '5b67f0cf8f0416000829bf2f'},100.0,186,-92.0,-92.0,100.0,-67.0,-69.0,100.0,100.0,100.0,29,15,1331
100.0,100.0,100.0,100.0,-32.0,100.0,100.0,-91.0,100.0,100.0,-90.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b67f1028f041600090ad3f3'},100.0,187,-89.0,-90.0,100.0,-63.0,-64.0,100.0,100.0,100.0,30,15,1378
100.0,100.0,100.0,100.0,-32.0,100.0,100.0,-91.0,100.0,100.0,-90.0,100.0,100.0,100.0,100.0,100.0,-81.0,{'$oid': '5b67f1168f041600090ad3f4'},100.0,188,-89.0,-90.0,100.0,-67.0,-67.0,100.0,100.0,100.0,31,15,1425
100.0,100.0,100.0,-94.0,100.0,100.0,100.0,-91.0,100.0,100.0,-90.0,100.0,100.0,100.0,100.0,100.0,-65.0,{'$oid': '5b67f16f8f0416000829bf30'},100.0,189,-92.0,-91.0,100.0,-75.0,-81.0,100.0,100.0,100.0,24,14,1095
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,-62.0,{'$oid': '5b67f1898f041600090ad3f5'},100.0,190,100.0,-91.0,100.0,-67.0,-79.0,100.0,100.0,100.0,25,14,1142
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f1ab8f0416000829bf31'},100.0,191,-94.0,-92.0,100.0,-75.0,-72.0,100.0,100.0,100.0,26,14,1189
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-76.0,{'$oid': '5b67f40d8f041600090ad3f8'},100.0,192,-91.0,-93.0,100.0,-60.0,100.0,100.0,100.0,100.0,27,14,1236
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-94.0,100.0,100.0,-94.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f41f8f041600090ad3f9'},100.0,193,-94.0,-92.0,100.0,-72.0,100.0,100.0,100.0,100.0,28,14,1283
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,-94.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f4398f041600090ad3fa'},100.0,194,-92.0,-93.0,100.0,-61.0,100.0,100.0,100.0,100.0,29,14,1330
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,-83.0,{'$oid': '5b67f4488f0416000829bf33'},100.0,195,-92.0,-91.0,100.0,-67.0,100.0,100.0,100.0,100.0,30,14,1377
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,100.0,-80.0,{'$oid': '5b67f47e8f0416000829bf34'},100.0,196,-92.0,-90.0,100.0,-74.0,100.0,100.0,100.0,100.0,31,14,1424
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,100.0,-81.0,{'$oid': '5b67f4c18f0416000829bf35'},100.0,197,-91.0,-87.0,100.0,-67.0,100.0,100.0,100.0,100.0,24,13,1094
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,-76.0,{'$oid': '5b67f4d58f041600090ad3fb'},100.0,198,-91.0,-87.0,100.0,-67.0,100.0,100.0,100.0,100.0,25,13,1141
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f4e88f0416000829bf36'},100.0,199,-91.0,-87.0,100.0,-72.0,100.0,100.0,100.0,100.0,26,13,1188
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,100.0,-86.0,{'$oid': '5b67f4f98f0416000829bf37'},100.0,200,-90.0,-91.0,100.0,-75.0,100.0,100.0,100.0,100.0,27,13,1235
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-87.0,100.0,100.0,100.0,100.0,100.0,-81.0,{'$oid': '5b67f50a8f041600090ad3fc'},100.0,201,-90.0,-91.0,100.0,-70.0,100.0,100.0,100.0,100.0,28,13,1282
100.0,100.0,100.0,-96.0,100.0,100.0,100.0,-94.0,100.0,100.0,-86.0,100.0,100.0,100.0,100.0,100.0,-81.0,{'$oid': '5b67f5488f0416000829bf38'},100.0,202,-90.0,-91.0,100.0,-73.0,100.0,100.0,100.0,100.0,29,13,1329
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f5a18f0416000829bf39'},100.0,203,-91.0,-94.0,100.0,-72.0,100.0,100.0,100.0,100.0,30,13,1376
100.0,100.0,100.0,-96.0,100.0,100.0,100.0,100.0,100.0,100.0,-88.0,100.0,100.0,100.0,100.0,100.0,-83.0,{'$oid': '5b67f5b38f0416000829bf3a'},100.0,204,-87.0,-86.0,100.0,-74.0,100.0,100.0,100.0,100.0,31,13,1423
100.0,100.0,100.0,-96.0,100.0,100.0,100.0,-96.0,100.0,100.0,-88.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b67f5d88f0416000829bf3b'},100.0,205,-91.0,-85.0,100.0,-73.0,100.0,100.0,100.0,100.0,24,12,1093
100.0,100.0,100.0,-96.0,100.0,100.0,100.0,-96.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-68.0,{'$oid': '5b67f5e98f0416000829bf3c'},100.0,206,-94.0,-85.0,100.0,-69.0,100.0,100.0,100.0,100.0,25,12,1140
100.0,100.0,100.0,-96.0,100.0,100.0,100.0,-96.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-70.0,{'$oid': '5b67f5f98f041600090ad3fe'},100.0,207,-89.0,-85.0,100.0,-73.0,100.0,100.0,100.0,100.0,26,12,1187
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-96.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-72.0,{'$oid': '5b67f6098f041600090ad3ff'},100.0,208,-89.0,-85.0,100.0,-68.0,100.0,100.0,100.0,100.0,27,12,1234
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f6198f0416000829bf3d'},100.0,209,-89.0,100.0,100.0,-63.0,100.0,100.0,100.0,100.0,28,12,1281
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,-81.0,{'$oid': '5b67f62b8f0416000829bf3e'},100.0,210,-93.0,-93.0,100.0,-65.0,100.0,100.0,100.0,100.0,29,12,1328
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f63e8f0416000829bf3f'},100.0,211,-93.0,-93.0,100.0,-73.0,100.0,100.0,100.0,100.0,30,12,1375
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-95.0,100.0,100.0,-93.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b67f64d8f041600090ad400'},100.0,212,-93.0,-91.0,100.0,-72.0,100.0,100.0,100.0,100.0,31,12,1422
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b67f7668f041600090ad401'},100.0,213,-94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,24,11,1092
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-97.0,100.0,100.0,-91.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b67f7808f041600090ad402'},100.0,214,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25,11,1139
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-80.0,{'$oid': '5b67f7928f041600090ad403'},100.0,215,-93.0,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,26,11,1186
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b67f7b98f041600090ad404'},100.0,216,-93.0,-93.0,100.0,100.0,100.0,100.0,100.0,100.0,27,11,1233
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b67f7c68f041600090ad405'},100.0,217,-93.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,28,11,1280
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-80.0,{'$oid': '5b67f80a8f041600090ad406'},100.0,218,-93.0,-88.0,100.0,100.0,100.0,100.0,100.0,100.0,29,11,1327
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,-88.0,100.0,100.0,100.0,100.0,100.0,-80.0,{'$oid': '5b67f8168f0416000829bf40'},100.0,219,-91.0,-88.0,100.0,100.0,100.0,100.0,100.0,100.0,30,11,1374
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-95.0,100.0,100.0,-89.0,100.0,100.0,100.0,100.0,100.0,-82.0,{'$oid': '5b67f8298f0416000829bf41'},100.0,220,-91.0,-89.0,100.0,100.0,100.0,100.0,100.0,100.0,31,11,1421
100.0,100.0,100.0,-94.0,100.0,100.0,100.0,-93.0,100.0,100.0,-94.0,100.0,100.0,100.0,100.0,100.0,-74.0,{'$oid': '5b67f8498f041600090ad407'},100.0,221,-93.0,-85.0,100.0,100.0,100.0,100.0,100.0,100.0,24,10,1091
100.0,100.0,100.0,-94.0,100.0,100.0,100.0,-93.0,100.0,100.0,-94.0,100.0,100.0,100.0,100.0,100.0,-75.0,{'$oid': '5b67f85c8f0416000829bf42'},100.0,222,-93.0,-85.0,100.0,100.0,100.0,100.0,100.0,100.0,25,10,1138
100.0,100.0,100.0,-94.0,100.0,100.0,100.0,-93.0,100.0,100.0,-94.0,100.0,100.0,100.0,100.0,100.0,-70.0,{'$oid': '5b67f86f8f0416000829bf43'},100.0,223,-94.0,-85.0,100.0,100.0,100.0,100.0,100.0,100.0,26,10,1185
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,-88.0,100.0,100.0,100.0,100.0,100.0,-71.0,{'$oid': '5b67f8828f041600090ad408'},100.0,224,-94.0,-92.0,100.0,100.0,100.0,100.0,100.0,100.0,27,10,1232
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-73.0,{'$oid': '5b67f8ab8f041600090ad409'},100.0,225,-92.0,-92.0,-95.0,100.0,100.0,100.0,100.0,100.0,28,10,1279
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-73.0,{'$oid': '5b67f8ba8f041600090ad40a'},100.0,226,-92.0,-92.0,-95.0,100.0,100.0,100.0,100.0,100.0,29,10,1326
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-77.0,{'$oid': '5b67f8ca8f041600090ad40b'},100.0,227,-92.0,-92.0,-95.0,100.0,100.0,100.0,100.0,100.0,30,10,1373
100.0,100.0,100.0,100.0,100.0,100.0,100.0,-93.0,100.0,100.0,-92.0,100.0,100.0,100.0,100.0,100.0,-78.0,{'$oid': '5b67f8d98f041600090ad40c'},100.0,228,-93.0,100.0,-95.0,100.0,100.0,100.0,100.0,100.0,31,10,1420
